sentence,label,agreement
"Furthermore , our fully electrically driven cranes are environmentally friendly .",positive,75Agree
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,neutral,75Agree
"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services .",neutral,50Agree
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",neutral,50Agree
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",neutral,50Agree
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",neutral,AllAgree
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,positive,75Agree
"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States .",neutral,50Agree
"Harold W. Young is an independent broker working closely with several retailers including Ahold USA , Market Basket , CVS , BJ 's Wholesale Club , Hannaford and Cumberland Farms .",neutral,AllAgree
He also mentions that this improvement to the service follows the recent expansion of the Finnlines service from Bilbao via Antwerp and Helsinki and from Hull via Helsinki to St. Petersburg .,positive,50Agree
HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,neutral,66Agree
"HKScan , headquartered in Turku , Finland , is a leading northern European food group with 10,000 employees in nine countries .",neutral,66Agree
"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",neutral,50Agree
However short-term rentals are becoming more popular .,neutral,75Agree
"HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna , Finland by transferring the businesses into its wholly owned subsidiaries .",neutral,75Agree
"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",positive,50Agree
"In addition , YIT has reserved EPI Russia the right to expand the logistics center by about 100,000 m2 .",neutral,50Agree
"In addition to the presentations held by President & CEO Kai Telanne and CFO Tuomas Itkonen , participants will have an opportunity to discuss with other members of the company 's management .",neutral,75Agree
"In Finland , 71 % of paper and paperboard is reclaimed .",neutral,66Agree
"In Finland , export industry forms a large clientele for the packaging industry .",neutral,66Agree
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral,AllAgree
"In Switzerland , Teleste have been an established supplier of products for a long time and its primary customers include cable and fiber-to-the-home ( FTTH ) operators .",neutral,66Agree
"In the end , Sanoma News wants to secure its foundation with the savings .",neutral,50Agree
"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",positive,50Agree
"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone .",neutral,50Agree
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",neutral,AllAgree
Ingen is an established medical device manufacturer with an emerging new medical product line for the respiratory market worth an estimated $ 4 billion in the U.S. and $ 8 billion globally .,neutral,66Agree
Insurance policies should be simple .,neutral,AllAgree
It has several innovative small molecule and biological drug candidates at different stages of clinical development .,neutral,50Agree
It has sold one half of its business operations and will enter the Helsinki Stock Exchange via the back door through an innovative buyout arrangement with Kasola .,neutral,50Agree
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,AllAgree
It is a solid credit that has been compared to a DZ Bank or a Rabobank .,positive,50Agree
It is expected to be completed by the end of 2007 .,neutral,AllAgree
It is planned to set up the A class business center in the two top storeys of the complex .,neutral,75Agree
"It is positive that the company it recruited Harri Koponen as CEO , according to Affarsvarlden .",neutral,50Agree
"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said .",neutral,50Agree
It will provide heating in the form of hot water for the sawmill 's needs .,neutral,AllAgree
Its 168 asset management experts manage assets worth over EUR 35 billion .,neutral,AllAgree
"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",neutral,66Agree
"Jawad Williams scored 23 points in an impressive debut for Jerusalem , with Jason Rich adding 18 and Yuval Naimi chipping in with 16 points for Hapoel , which visits the yellow-and-blue next week .",positive,50Agree
Jon Risfelt is 49 years old holds a Master of Science in Chemical Engineering from the Swedish Royal Institute of Technology .,neutral,AllAgree
Juha Haapakoski will continue as Editor-in-Chief with budget responsibility also with the new publisher .,neutral,AllAgree
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral,66Agree
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,AllAgree
"KONE , headquartered in Espoo , Finland , is one of the world 's leading elevator and escalator companies .",neutral,50Agree
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,AllAgree
"Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",neutral,75Agree
"Linde acts responsibly towards its shareholders , business partners , employees , society and the environment - in every one of its business areas , regions and locations across the globe .",neutral,50Agree
